,Z,N,symbol, energy [keV] ,unc, jp,half-life operator,half_life,unc.1,unit,half_life[s],unc.2,decay,decay %,unc.3,decay.1,decay %.1,unc.4,decay.2,decay %.2,unc.5,isospin,magn. dipole,unc.6,elect.quadrupole ,unc.7
0,Z,N,symbol,energy , unc, jp,half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc
41,36,48,Kr,4001.82,0.11,4, ,0.35,10,ps,0.00000000000035,0.0000000000001, , , , , , , , , , , , , , 
42,36,48,Kr,4084.3,0.5,1 2, , , , , , , , , , , , , , , , , , , , 
43,36,48,Kr,4116.8,0.5,1 2, , , , , , , , , , , , , , , , , , , , 
44,36,48,Kr,4189.2,0.5,2 3, , , , , , , , , , , , , , , , , , , , 
45,36,48,Kr,4214.43,0.13,0, , , , , , , , , , , , , , , , , , , , 
46,36,48,Kr,4238.5,0.6,0, , , , , , , , , , , , , , , , , , , , 
47,36,48,Kr,4278.3,0.5,0, , , , , , , , , , , , , , , , , , , , 
48,36,48,Kr,4350.12,0.23,5, ,0.28,+14-7,ps,0.00000000000028, , , , , , , , , , , , , , , 
49,36,48,Kr,4388.2,0.19,8, ,6.7,17,ps,0.0000000000067,0.0000000000017, , , , , , , , , , , , , , 
50,36,48,Kr,4407.8,0.4,6, ,0.31,14,ps,0.00000000000031,0.00000000000014, , , , , , , , , , , , , , 
51,36,48,Kr,4455.6,0.4,0, , , , , , , , , , , , , , , , , , , , 
52,36,48,Kr,4594.8,0.5,0, , , , , , , , , , , , , , , , , , , , 
53,36,48,Kr,4676.62,0.19,0, , , , , , , , , , , , , , , , , , , , 
54,36,48,Kr,4707,20,0, , , , , , , , , , , , , , , , , , , , 
55,36,48,Kr,4718.54,0.16,8, ,5.5,21,ps,0.0000000000055,0.0000000000021, , , , , , , , , , , , , , 
56,36,48,Kr,4852.25,0.21,9, ,0.8,4,ps,0.0000000000008,0.0000000000004, , , , , , , , , , , , , , 
57,36,48,Kr,4898,20,0, , , , , , , , , , , , , , , , , , , , 
58,36,48,Kr,4928.99,0.22,9, ,0.55,21,ps,0.00000000000055,0.00000000000021, , , , , , , , , , , , , , 
59,36,48,Kr,4976.1,1.1,9, , , , , , , , , , , , , , , , , , , , 
60,36,48,Kr,5204.1,0.3,10, ,0.14,4,ps,0.00000000000014,0.00000000000004, , , , , , , , , , , , , , 
61,36,48,Kr,5358,20,0, , , , , , , , , , , , , , , , , , , , 
62,36,48,Kr,5373.4,0.4,12, ,43.7,21,ns,0.0000000437,0.0000000021,IT,100, , , , , , , , ,2.04, , , 
63,36,48,Kr,5448.75,0.19,10, ,3.5,14,ps,0.0000000000035,0.0000000000014, , , , , , , , , , , , , , 
64,36,48,Kr,5466, ,0, , , , , , , , , , , , , , , , , , , , 
65,36,48,Kr,5640.7,0.24,10, ,0.49,21,ps,0.00000000000049,0.00000000000021, , , , , , , , , , , , , , 
66,36,48,Kr,5901.7,0.3,11, ,1.9,6,ps,0.0000000000019,0.0000000000006, , , , , , , , , , , , , , 
67,36,48,Kr,6067.4,1.1,0, , , , , , , , , , , , , , , , , , , , 
68,36,48,Kr,6472.2,0.4,0, , , , , , , , , , , , , , , , , , , , 
69,36,48,Kr,6572.1,0.4,12, ,0.42,14,ps,0.00000000000042,0.00000000000014, , , , , , , , , , , , , , 
70,36,48,Kr,6590.3,0.6,0, , , , , , , , , , , , , , , , , , , , 
71,36,48,Kr,7015.8,0.4,13, ,0.17,7,ps,0.00000000000017,0.00000000000007, , , , , , , , , , , , , , 
72,36,48,Kr,7653.2,0.5,14, ,0.28,7,ps,0.00000000000028,0.00000000000007, , , , , , , , , , , , , , 
73,36,48,Kr,10520.6,0.3,4 5, , , , , , , , , , , , , , , , , , , , 
